date,state,era,spy_20d,row_20d,spy_63d,row_63d,usd_20d,usd_63d,emfx_63d,vix,raw_state
2018-08-23,us_exceptionalism_outflow,post2010,0.008646955101137443,-0.029238544237812913,0.05232176561067825,-0.029881149385818317,0.010408447199248272,0.023362947747973983,-0.06077263391819334,12.40999984741211,us_exceptionalism_outflow
2018-08-24,us_exceptionalism_outflow,post2010,0.021640229422092094,-0.02297283791976823,0.061183240162427044,-0.016066474097807038,0.006967313019390575,0.01805092651923257,-0.06661254347516615,11.989999771118164,us_exceptionalism_outflow
2018-08-27,us_exceptionalism_outflow,post2010,0.03511373716312938,-0.01103403702247574,0.08200639978187296,0.01893613138363448,0.0059296084344839795,0.009440999102596992,-0.06027030617818122,12.15999984741211,us_exceptionalism_outflow
2018-08-28,us_exceptionalism_outflow,post2010,0.030533878651361368,-0.016501663158728808,0.06827321345313297,-0.0008882909354404056,0.005451082632025761,0.014966003451144294,-0.05423124478123403,12.5,us_exceptionalism_outflow
2018-08-29,us_exceptionalism_outflow,post2010,0.037812127283244346,-0.008097050946791806,0.08064065596400005,0.011440666038355918,0.006698562050280854,0.014793364371985307,-0.0682789633655935,12.25,us_exceptionalism_outflow
2018-08-30,us_exceptionalism_outflow,post2010,0.028010576313644897,-0.018412601660436456,0.06580246952537516,-0.0164549131983579,0.008147186613872037,0.020240282938301712,-0.0687764663083676,13.529999732971191,us_exceptionalism_outflow
2018-08-31,us_exceptionalism_outflow,post2010,0.023660205919018518,-0.027083700652801967,0.060798747874038384,-0.019681990291794516,0.011180228648285162,0.021916446008797497,-0.07959035135872211,12.859999656677246,us_exceptionalism_outflow
2018-09-04,us_exceptionalism_outflow,post2010,0.01816313625254007,-0.04705986710121235,0.0582015118478969,-0.03459342423313716,0.014390306370276162,0.02310981258462208,-0.08396181401645421,13.15999984741211,us_exceptionalism_outflow
2018-09-05,us_exceptionalism_outflow,post2010,0.012080799984542478,-0.060502846346845995,0.04660384068168133,-0.05365137739858772,0.015682990797152296,0.02680208496454206,-0.08668187763483251,13.90999984741211,us_exceptionalism_outflow
2018-09-06,us_exceptionalism_outflow,post2010,0.009458612008665268,-0.056231662046572484,0.04356612417351391,-0.03660776515531905,0.01331788359844488,0.022979767561176923,-0.08857604349531245,14.649999618530273,us_exceptionalism_outflow
2018-09-07,us_exceptionalism_outflow,post2010,0.008874995876940073,-0.05260285213165494,0.03846812021393853,-0.04453632723302692,0.010592641069107067,0.022077201520695366,-0.08141036868982038,14.880000114440918,us_exceptionalism_outflow
2018-09-10,us_exceptionalism_outflow,post2010,0.017446354935438224,-0.030088699668128882,0.03889178574997243,-0.045987268596667685,0.00332194522333662,0.02292022342222766,-0.08389503478823272,14.15999984741211,us_exceptionalism_outflow
2018-09-11,us_exceptionalism_outflow,post2010,0.02463661381562776,-0.01867608527401965,0.04097205937231707,-0.041912952643303525,-0.0012703415729945489,0.022201369172062613,-0.08288359790466912,13.220000267028809,us_exceptionalism_outflow
2018-09-12,us_exceptionalism_outflow,post2010,0.01838685985096422,-0.020375850446590404,0.04455693073688116,-0.033891604117136764,-0.0038270334385738236,0.0174731889215618,-0.0772124128499485,13.140000343322754,us_exceptionalism_outflow
