theme,subsector,ticker
Electric Vehicles,Fleets,AIOT
Electric Vehicles,Fleets,UBER
Electric Vehicles,Fleets,TRMB
Electric Vehicles,Fleets,LYFT
Electric Vehicles,Fleets,BEEM
Electric Vehicles,Fleets,VZ
Industrial Automation,Robotics,SYM
Industrial Automation,Robotics,NVDA
Industrial Automation,Robotics,ROK
Industrial Automation,Robotics,NOVT
Industrial Automation,Robotics,ZBRA
Industrial Automation,Robotics,TER
Industrial Automation,Automation,ROK
Industrial Automation,Automation,EMR
Industrial Automation,Automation,HON
Industrial Automation,Automation,ETN
Industrial Automation,Automation,NOVT
Industrial Automation,Automation,RRX
Industrial Automation,Machine Vision,CGNX
Industrial Automation,Machine Vision,TDY
Industrial Automation,Machine Vision,ON
Industrial Automation,Machine Vision,NOVT
Industrial Automation,Machine Vision,ZBRA
Industrial Automation,Machine Vision,TXN
Industrial Automation,Machine Vision,ST
Industrial Automation,Machine Vision,AMBA
Industrial Automation,Machine Vision,OUST
Industrial Automation,Machine Vision,AME
Industrial Automation,Software,PTC
Industrial Automation,Software,ADSK
Industrial Automation,Software,NVDA
Industrial Automation,Software,BSY
Industrial Automation,Software,MSFT
Industrial Automation,Software,SNPS
Industrial Automation,Software,CDNS
Industrial Automation,IoT,IOT
Industrial Automation,IoT,CSCO
Industrial Automation,IoT,MSFT
Industrial Automation,IoT,HON
Industrial Automation,IoT,DGII
Industrial Automation,IoT,PTC
Industrial Automation,IoT,ZBRA
Industrial Automation,IoT,PANW
Industrial Automation,IoT,ROK
Industrial Automation,IoT,FTNT
Industrial Automation,IoT,EMR
Industrial Automation,Logistics,SYM
Industrial Automation,Logistics,AMZN
Industrial Automation,Logistics,MANH
Industrial Automation,Logistics,FDX
Industrial Automation,Logistics,UPS
Industrial Automation,Logistics,ZBRA
Industrial Automation,Logistics,HON
Industrial Automation,Logistics,CGNX
Industrial Automation,Logistics,GXO
Industrial Automation,Logistics,ROK
Industrial Automation,Logistics,ORCL
Industrial Automation,3D Printing,DDD
Industrial Automation,3D Printing,SSYS
Industrial Automation,3D Printing,PRLB
Industrial Automation,3D Printing,MTLS
Industrial Automation,3D Printing,NNDM
Industrial Automation,3D Printing,XMTR
Industrial Automation,3D Printing,GE
Industrial Automation,3D Printing,CRS
Defense & Aerospace,Drones,AVAV
Defense & Aerospace,Drones,KTOS
Defense & Aerospace,Drones,RTX
Defense & Aerospace,Drones,RCAT
Defense & Aerospace,Drones,LHX
Defense & Aerospace,Drones,LMT
Defense & Aerospace,Drones,TXT
Defense & Aerospace,Drones,NOC
Defense & Aerospace,Drones,ONDS
Defense & Aerospace,Drones,BA
Defense & Aerospace,Missiles,RTX
Defense & Aerospace,Missiles,LMT
Defense & Aerospace,Missiles,NOC
Defense & Aerospace,Missiles,LHX
Defense & Aerospace,Missiles,BWXT
Defense & Aerospace,Missiles,GD
Defense & Aerospace,Missiles,BA
Defense & Aerospace,SpaceTech,RKLB
Defense & Aerospace,SpaceTech,LMT
Defense & Aerospace,SpaceTech,IRDM
Defense & Aerospace,SpaceTech,NOC
Defense & Aerospace,SpaceTech,VSAT
Defense & Aerospace,SpaceTech,PL
Defense & Aerospace,SpaceTech,RTX
Defense & Aerospace,SpaceTech,LHX
Defense & Aerospace,SpaceTech,SPIR
Defense & Aerospace,SpaceTech,AMZN
Defense & Aerospace,SpaceTech,BKSY
Defense & Aerospace,CyberDefense,RTX
Defense & Aerospace,CyberDefense,LHX
Defense & Aerospace,CyberDefense,LDOS
Defense & Aerospace,CyberDefense,NOC
Defense & Aerospace,CyberDefense,CACI
Defense & Aerospace,CyberDefense,LMT
Defense & Aerospace,CyberDefense,BAH
Defense & Aerospace,CyberDefense,MRCY
Defense & Aerospace,CyberDefense,PLTR
Defense & Aerospace,CyberDefense,PSN
Defense & Aerospace,CyberDefense,GD
Defense & Aerospace,Weapons,LMT
Defense & Aerospace,Weapons,RTX
Defense & Aerospace,Weapons,OLN
Defense & Aerospace,Weapons,GD
Defense & Aerospace,Weapons,NOC
Defense & Aerospace,Weapons,LHX
Defense & Aerospace,Weapons,AVAV
Defense & Aerospace,Weapons,BA
Defense & Aerospace,Aviation,LMT
Defense & Aerospace,Aviation,NOC
Defense & Aerospace,Aviation,RTX
Defense & Aerospace,Aviation,GE
Defense & Aerospace,Aviation,BA
Defense & Aerospace,Aviation,HEI
Defense & Aerospace,Aviation,TDG
Defense & Aerospace,Aviation,TXT
Defense & Aerospace,Manufacturing,MP
Defense & Aerospace,Manufacturing,HWM
Defense & Aerospace,Manufacturing,ATI
Defense & Aerospace,Manufacturing,BWXT
Defense & Aerospace,Manufacturing,HXL
Defense & Aerospace,Manufacturing,CRS
Defense & Aerospace,Manufacturing,RTX
Defense & Aerospace,Manufacturing,GE
Defense & Aerospace,Manufacturing,TDG
Defense & Aerospace,Manufacturing,NOC
Defense & Aerospace,Manufacturing,HEI
Defense & Aerospace,Manufacturing,CW
Defense & Aerospace,Manufacturing,GD
Defense & Aerospace,Manufacturing,LMT
Transportation & Logistics,Rail,UNP
Transportation & Logistics,Rail,CSX
Transportation & Logistics,Rail,NSC
Transportation & Logistics,Rail,CNI
Transportation & Logistics,Rail,CP
Transportation & Logistics,Rail,WAB
Transportation & Logistics,Trucking,ODFL
Transportation & Logistics,Trucking,SAIA
Transportation & Logistics,Trucking,XPO
Transportation & Logistics,Trucking,ARCB
Transportation & Logistics,Trucking,KNX
Transportation & Logistics,Trucking,JBHT
Transportation & Logistics,Trucking,WERN
Transportation & Logistics,Trucking,TFII
Transportation & Logistics,Trucking,SNDR
Transportation & Logistics,Trucking,FDX
Transportation & Logistics,Trucking,UPS
Transportation & Logistics,Trucking,LSTR
Transportation & Logistics,Air Cargo,FDX
Transportation & Logistics,Air Cargo,UPS
Transportation & Logistics,Air Cargo,FWRD
Transportation & Logistics,Air Cargo,UAL
Transportation & Logistics,Maritime,ZIM
Transportation & Logistics,Maritime,MATX
Transportation & Logistics,Maritime,GNK
Transportation & Logistics,Maritime,SBLK
Transportation & Logistics,Maritime,DAC
Transportation & Logistics,Maritime,GSL
Transportation & Logistics,Maritime,KEX
Transportation & Logistics,Warehousing,GXO
Transportation & Logistics,Warehousing,CHRW
Transportation & Logistics,Warehousing,EXPD
Transportation & Logistics,Warehousing,MANH
Transportation & Logistics,Warehousing,HUBG
Transportation & Logistics,Warehousing,R
Transportation & Logistics,Warehousing,COLD
Transportation & Logistics,Warehousing,UPS
Transportation & Logistics,Warehousing,FWRD
Transportation & Logistics,Air Travel,DAL
Transportation & Logistics,Air Travel,UAL
Transportation & Logistics,Air Travel,AAL
Transportation & Logistics,Air Travel,LUV
Transportation & Logistics,Air Travel,ALK
Transportation & Logistics,Air Travel,ALGT
Transportation & Logistics,Air Travel,JOBY
Transportation & Logistics,Air Travel,ACHR
Transportation & Logistics,Infrastructure,CMI
Transportation & Logistics,Infrastructure,PCAR
Transportation & Logistics,Infrastructure,TRMB
Transportation & Logistics,Infrastructure,CAT
Transportation & Logistics,Infrastructure,CSX
Transportation & Logistics,Infrastructure,UNP
Transportation & Logistics,Infrastructure,MANH
Transportation & Logistics,Infrastructure,OSK
Transportation & Logistics,Infrastructure,GE
Transportation & Logistics,Infrastructure,DE
Transportation & Logistics,Infrastructure,APTV
Transportation & Logistics,Infrastructure,WNC
Transportation & Logistics,Infrastructure,CLNE
Transportation & Logistics,Infrastructure,TXT
Transportation & Logistics,Infrastructure,UPS
Transportation & Logistics,Infrastructure,FDX
Transportation & Logistics,Next-Gen,UBER
Transportation & Logistics,Next-Gen,TSLA
Transportation & Logistics,Next-Gen,RIVN
Transportation & Logistics,Next-Gen,MBLY
Transportation & Logistics,Next-Gen,AUR
Transportation & Logistics,Next-Gen,LYFT
Transportation & Logistics,Next-Gen,SERV
Transportation & Logistics,Next-Gen,NVDA
Transportation & Logistics,Next-Gen,LI
Transportation & Logistics,Next-Gen,GOOGL
Transportation & Logistics,Next-Gen,JOBY
Transportation & Logistics,Next-Gen,LCID
Transportation & Logistics,Next-Gen,GM
Space Tech,Launch,RKLB
Space Tech,Launch,FLY
Space Tech,Launch,LUNR
Space Tech,Launch,MNTS
Space Tech,Launch,LMT
Space Tech,Launch,NOC
Space Tech,Launch,BA
Space Tech,Launch,SPCE
Space Tech,Launch,VSAT
Space Tech,Satellites,IRDM
Space Tech,Satellites,GSAT
Space Tech,Satellites,VSAT
Space Tech,Satellites,TSAT
Space Tech,Satellites,ASTS
Space Tech,Satellites,SATS
Space Tech,Data Analytics,PL
Space Tech,Data Analytics,BKSY
Space Tech,Data Analytics,SPIR
Space Tech,Data Analytics,RDW
Space Tech,Data Analytics,RKLB
Space Tech,Data Analytics,LDOS
Space Tech,Defense,NOC
Space Tech,Defense,LMT
Space Tech,Defense,LHX
Space Tech,Defense,RTX
Space Tech,Defense,KTOS
Space Tech,Defense,GD
Space Tech,Defense,RKLB
Space Tech,Infrastructure,LUNR
Space Tech,Infrastructure,RDW
Space Tech,Infrastructure,RKLB
Space Tech,Infrastructure,SPCE
Space Tech,Infrastructure,BA
Robotics,Automation,ROK
Robotics,Automation,SYM
Robotics,Automation,CGNX
Robotics,Automation,EMR
Robotics,Automation,ZBRA
Robotics,Automation,HON
Robotics,Automation,TER
Robotics,Automation,NVDA
Robotics,Logistics,SYM
Robotics,Logistics,AMZN
Robotics,Logistics,ZBRA
Robotics,Logistics,CGNX
Robotics,Logistics,HON
Robotics,Logistics,TER
Robotics,Logistics,ROK
Robotics,AV & Mobility,NVDA
Robotics,AV & Mobility,MBLY
Robotics,AV & Mobility,GOOGL
Robotics,AV & Mobility,TSLA
Robotics,AV & Mobility,AUR
Robotics,AV & Mobility,QCOM
Robotics,AV & Mobility,APTV
Robotics,Machine Vision,NVDA
Robotics,Machine Vision,CGNX
Robotics,Machine Vision,AMBA
Robotics,Machine Vision,OUST
Robotics,Machine Vision,ON
Robotics,Machine Vision,QCOM
Robotics,Machine Vision,INVZ
Robotics,Machine Vision,LITE
Robotics,Machine Vision,ZBRA
Robotics,Machine Vision,TDY
Robotics,Machine Vision,LSCC
Robotics,Medical,ISRG
Robotics,Medical,SYK
Robotics,Medical,MDT
Robotics,Medical,PRCT
Robotics,Medical,ZBH
Robotics,Medical,GMED
Robotics,Medical,JNJ
Robotics,Medical,ARAY
Robotics,Consumer,SERV
Robotics,Consumer,AMZN
Robotics,Consumer,TSLA
Robotics,Consumer,YYGH
Robotics,Consumer,ZBRA
Robotics,Consumer,PATH
Robotics,Consumer,AAPL
Telecommunications,Wireless,VZ
Telecommunications,Wireless,TMUS
Telecommunications,Wireless,T
Telecommunications,Wireless,CMCSA
Telecommunications,Wireless,CHTR
Telecommunications,Infrastructure,AMT
Telecommunications,Infrastructure,CCI
Telecommunications,Infrastructure,SBAC
Telecommunications,Infrastructure,GLW
Telecommunications,Infrastructure,CIEN
Telecommunications,Infrastructure,CSCO
Telecommunications,Infrastructure,VISN
Telecommunications,Infrastructure,MSI
Telecommunications,Cloud & Edge,AMZN
Telecommunications,Cloud & Edge,MSFT
Telecommunications,Cloud & Edge,GOOGL
Telecommunications,Cloud & Edge,AKAM
Telecommunications,Cloud & Edge,NET
Telecommunications,Cloud & Edge,FSLY
Telecommunications,Cloud & Edge,EQIX
Telecommunications,Cloud & Edge,VZ
Telecommunications,Cloud & Edge,T
Telecommunications,Cloud & Edge,ANET
Telecommunications,5G,QCOM
Telecommunications,5G,SWKS
Telecommunications,5G,AVGO
Telecommunications,5G,MRVL
Telecommunications,5G,QRVO
Telecommunications,5G,ADI
Telecommunications,5G,INTC
Telecommunications,Satcom,IRDM
Telecommunications,Satcom,GSAT
Telecommunications,Satcom,VSAT
Telecommunications,Satcom,TSAT
Telecommunications,Satcom,ASTS
Telecommunications,Satcom,SATS
Telecommunications,Satcom,AMZN
Telecommunications,Enterprise,MSFT
Telecommunications,Enterprise,ZM
Telecommunications,Enterprise,RNG
Telecommunications,Enterprise,CSCO
Telecommunications,Enterprise,TWLO
Telecommunications,Enterprise,EGHT
Telecommunications,Enterprise,CXDO
Telecommunications,Enterprise,VZ
Nanotechnology,Materials,MMM
Nanotechnology,Materials,DD
Nanotechnology,Materials,PPG
Nanotechnology,Materials,HON
Nanotechnology,Materials,NNDM
Nanotechnology,Materials,NVEC
Nanotechnology,Medicine,MRNA
Nanotechnology,Medicine,ARCT
Nanotechnology,Medicine,LQDA
Nanotechnology,Medicine,NBTX
Nanotechnology,Medicine,CLNN
Nanotechnology,Medicine,PFE
Nanotechnology,Medicine,JNJ
Nanotechnology,Medicine,BMY
Nanotechnology,Medicine,TMO
Nanotechnology,Medicine,ABT
Nanotechnology,Medicine,MRK
Nanotechnology,Medicine,REGN
Nanotechnology,Electronics,TSM
Nanotechnology,Electronics,ASML
Nanotechnology,Electronics,AMAT
Nanotechnology,Electronics,LRCX
Nanotechnology,Electronics,INTC
Nanotechnology,Electronics,KLAC
Nanotechnology,Electronics,NVDA
Nanotechnology,Electronics,AMD
Nanotechnology,Electronics,ATOM
Nanotechnology,Energy,QS
Nanotechnology,Energy,FSLR
Nanotechnology,Energy,SLDP
Nanotechnology,Energy,DD
Nanotechnology,Energy,ASPN
Nanotechnology,Energy,TSLA
Nanotechnology,Energy,PLUG
Nanotechnology,Energy,AMAT
Nanotechnology,Energy,ENPH
Nanotechnology,Energy,XYL
Nanotechnology,Energy,ECL
Nanotechnology,Products,EL
Nanotechnology,Products,MMM
Nanotechnology,Products,DD
Nanotechnology,Products,PG
Nanotechnology,Products,SEE
Nanotechnology,Products,CL
Nanotechnology,Products,NKE
Nanotechnology,Research Tools,TMO
Nanotechnology,Research Tools,KLAC
Nanotechnology,Research Tools,BRKR
Nanotechnology,Research Tools,AMAT
Nanotechnology,Research Tools,ONTO
Nanotechnology,Research Tools,DHR
Nanotechnology,Research Tools,A
Nanotechnology,Research Tools,KEYS
Nanotechnology,Research Tools,VECO
Internet of Things,Edge Devices,TXN
Internet of Things,Edge Devices,ADI
Internet of Things,Edge Devices,NXPI
Internet of Things,Edge Devices,QCOM
Internet of Things,Edge Devices,MCHP
Internet of Things,Edge Devices,GRMN
Internet of Things,Edge Devices,PI
Internet of Things,Edge Devices,HON
Internet of Things,Edge Devices,INTC
Internet of Things,Edge Devices,LSCC
Internet of Things,Edge Devices,SMTC
Internet of Things,Edge Devices,CSCO
Internet of Things,Networking,VZ
Internet of Things,Networking,IRDM
Internet of Things,Networking,T
Internet of Things,Networking,TMUS
Internet of Things,Networking,GSAT
Internet of Things,Networking,VSAT
Internet of Things,Networking,QCOM
Internet of Things,Networking,CSCO
Internet of Things,Networking,SMTC
Internet of Things,Hardware,NVDA
Internet of Things,Hardware,INTC
Internet of Things,Hardware,QCOM
Internet of Things,Hardware,AMD
Internet of Things,Hardware,SMCI
Internet of Things,Hardware,NXPI
Internet of Things,Hardware,CSCO
Internet of Things,Software,MSFT
Internet of Things,Software,AMZN
Internet of Things,Software,PTC
Internet of Things,Software,GOOGL
Internet of Things,Software,IOT
Internet of Things,Software,IBM
Internet of Things,Software,PLTR
Internet of Things,Software,ORCL
