family,node,trigger_date,era,state,label_good,label_rot21,label_false_start_5d,accel_z,accel_z_5d,accel,rs_pctile_252d,persistence,washout_w,stochrsi_w_k,stochrsi_kd_diff,vix_pctile,spy_above_200d,tlt_ret_10d,flow_opp_out_20s,flow_same_out_20s,active_in_episodes,prev_same_node_outcome,sigma20
ep_onset_in,XLY,2005-11-03,1999-2014,DEAD_MONEY,0,0,0,3.516413667633962,1.5923962332076615,0.05729359676222778,0.17928286852589642,0.4,1.0,0.40170856814890915,-0.666065487861994,0.2698412698412698,1.0,-0.02139310751247203,1,0,2,1.0,0.0548991923888231
ep_onset_in,XLY,2007-09-18,1999-2014,STOPPED,0,0,1,2.9016964617353067,1.2105675309545567,0.05166745934662651,0.9760956175298805,0.5,0.0,34.10891538413736,4.20249118815795,0.9186507936507936,1.0,0.012420732910626509,0,0,2,0.0,0.0792034949435487
ep_onset_in,XLY,2008-08-08,1999-2014,STOPPED,0,0,1,2.5327242917284396,1.3940804839296994,0.07947078269527533,0.9880478087649402,0.65,0.0,50.37768677816956,11.90330868274927,0.6091269841269841,0.0,0.024344718564509815,0,0,2,0.0,0.1101031656745421
ep_onset_in,XLY,2008-12-08,1999-2014,STOPPED,0,0,0,3.536076185891221,1.6832477499531202,0.1925114447408039,0.50199203187251,0.45,0.0,40.06418417025767,8.328690988886148,0.9365079365079365,0.0,0.07473242577378514,1,0,2,0.0,0.2405449227497195
ep_onset_in,XLY,2009-03-16,1999-2014,CLEAN_LIFTOFF,1,1,0,1.926136720200442,1.4557523314411658,0.11554242392686134,0.00796812749003984,0.55,1.0,19.412929661187814,-2.7152946315350626,0.8174603174603174,0.0,-0.02101036344287377,4,1,1,0.0,0.1257295774079503
ep_onset_in,XLY,2010-09-07,1999-2014,CLEAN_LIFTOFF,1,0,0,1.83570611984773,1.3961386009248482,0.05172164184927548,0.06374501992031872,0.55,0.0,66.39194385866791,9.777057274103576,0.27976190476190477,0.0,-0.0004289421190918352,0,0,1,1.0,0.0737273077754491
ep_onset_in,XLY,2011-07-01,1999-2014,STOPPED,0,0,1,2.798306673655297,1.365030649620239,0.06181567545481488,0.9681274900398407,0.6,1.0,36.52845300155064,20.223055360258332,0.03571428571428571,1.0,-0.030448836436384963,0,1,3,1.0,0.0538995262873674
ep_onset_in,XLY,2011-08-29,1999-2014,DEAD_MONEY,0,0,1,3.706110766879748,1.4528245136673,0.09438567712158824,0.3904382470119522,0.5,1.0,9.650768020601001,3.0694076464445574,0.9384920634920635,0.0,0.023826873924587266,3,0,5,1.0,0.1482622099903928
ep_onset_in,XLY,2011-10-10,1999-2014,DEAD_MONEY,0,0,0,4.186234825478077,1.0879846717452446,0.11557531826468431,0.3904382470119522,0.45,0.0,33.210549169646285,-2.0518868897596647,0.9027777777777778,0.0,-0.017024254879843825,0,0,3,0.0,0.0992975982939224
ep_onset_in,XLY,2013-10-18,1999-2014,CUSHIONED,1,0,0,0.952454823131243,1.2137937873544848,0.01709496872627221,0.8207171314741036,0.45,0.0,59.81966015954033,2.702352214921575,0.0992063492063492,1.0,0.012581861403035743,0,0,4,0.0,0.0462273299795591
ep_onset_in,XLY,2014-05-28,1999-2014,CUSHIONED,1,0,0,1.79229253331757,1.2469505136101222,0.03064363543761422,0.4342629482071713,0.5,0.0,32.813847097801776,3.52269493497457,0.00992063492063492,1.0,0.026934850047370285,1,0,0,1.0,0.0342027346666038
ep_onset_in,XLY,2016-02-23,2015-2019,CUSHIONED,1,0,0,1.6525762078807185,2.7249670819596066,0.037564099705311056,0.7928286852589641,0.5,1.0,10.716038396123361,-0.5508717481515415,0.8630952380952381,0.0,-0.0001515938731337929,0,0,2,1.0,0.0704288015849434
ep_onset_in,XLY,2016-07-08,2015-2019,DEAD_MONEY,0,0,0,1.169136976705038,1.3228017079209748,0.0298056920632203,0.6135458167330677,0.5,0.0,56.47302112016015,25.62969343552358,0.17857142857142858,1.0,0.08798406778451251,0,0,0,1.0,0.0609779953679326
